demo/inflicted,positioning/percent_farthest_from_ball,positioning/avg_distance_to_ball_no_possession,positioning/time_most_forward,positioning/percent_closest_to_ball,movement/percent_high_air,core/shots_against,positioning/avg_distance_to_ball,movement/count_powerslide,boost/bcpm,movement/percent_boost_speed,positioning/percent_most_forward,core/mvp,boost/time_boost_25_50,positioning/time_most_back,core/shooting_percentage,positioning/avg_distance_to_ball_possession,boost/bpm,boost/time_full_boost,core/shots,movement/time_powerslide,positioning/time_defensive_third,boost/time_boost_0_25,demo/taken,positioning/time_farthest_from_ball,core/assists,boost/amount_used_while_supersonic,boost/amount_collected_big,boost/amount_stolen,movement/time_ground,boost/amount_stolen_big,movement/avg_speed_percentage,movement/time_high_air,positioning/time_infront_ball,positioning/percent_behind_ball,positioning/time_offensive_half,boost/time_boost_50_75,movement/percent_low_air,boost/percent_boost_75_100,boost/count_stolen_big,positioning/goals_against_while_last_defender,positioning/percent_offensive_third,boost/count_collected_small,boost/avg_amount,boost/count_stolen_small,positioning/percent_infront_ball,movement/time_low_air,boost/amount_stolen_small,movement/time_boost_speed,movement/total_distance,movement/percent_ground,boost/amount_overfill,positioning/percent_defensive_third,boost/percent_boost_50_75,positioning/percent_defensive_half,positioning/percent_neutral_third,positioning/time_behind_ball,boost/time_zero_boost,core/goals_against,core/saves,boost/amount_collected_small,positioning/percent_offensive_half,movement/avg_powerslide_duration,movement/percent_supersonic_speed,movement/time_slow_speed,movement/time_supersonic_speed,boost/percent_zero_boost,boost/amount_collected,movement/percent_slow_speed,boost/count_collected_big,movement/avg_speed,boost/percent_full_boost,positioning/time_defensive_half,positioning/percent_most_back,core/score,positioning/avg_distance_to_mates,core/goals,positioning/time_closest_to_ball,positioning/time_neutral_third,boost/time_boost_75_100,positioning/time_offensive_third,boost/amount_overfill_stolen,boost/percent_boost_25_50,boost/percent_boost_0_25
2,38.60984,3369,96.0,32.646137,6.054881,9,3252,3,350.72748,37.639336,49.35479,False,48.26,46.8,0.0,3136,391,24.39,0,1.67,118.11,79.53,0,75.1,0,502,930,341,152.42,269,65.565216,12.82,134.4,36.52293,65.75,16.29,21.957209,20.826468,3,2.0,12.081424,19,42.78,6,63.477066,46.49,72,79.69,237047,71.98791,269,55.783306,8.951535,68.946304,32.135265,77.33,46.68,7,0,207,31.053701,0.56,11.680521,107.3,24.73,23.998766,1137,50.68014,12,1508,12.539202,145.98,24.060461,28,3789,0,63.5,68.04,37.9,25.58,30,26.5194,43.70261
0,21.335665,2359,80.0,43.442497,4.201444,1,2281,12,253.8687,29.941383,41.12899,True,43.76,34.6,60.0,2280,233,28.7,5,4.03,66.77,60.6,0,41.5,1,0,463,343,135.96,176,57.217392,8.96,38.51,81.94138,114.7,50.52,32.045387,23.41772,2,,38.546307,32,46.91,15,18.058615,68.34,167,63.85,246775,63.753166,54,31.310665,24.98022,46.213364,30.143024,174.74,35.06,0,0,360,53.786636,0.34,3.1324737,142.72,6.68,18.024782,823,66.92614,5,1316,14.755026,98.55,17.788288,509,2830,3,84.5,64.28,47.36,82.2,29,21.637657,29.964397
1,37.838673,3008,51.8,28.121948,2.6175065,1,3179,26,294.89487,34.262127,26.631021,False,41.59,72.0,100.0,3302,373,15.92,2,0.92,84.29,82.61,0,73.6,1,231,658,206,146.84,100,58.913044,5.58,32.77,84.62801,103.09,36.12,28.501736,16.10236,1,,32.8361,26,42.45,9,15.371985,60.76,106,73.04,253439,68.88076,50,39.539356,18.902088,51.641808,27.624542,180.41,23.35,0,1,298,48.358196,0.04,6.220096,126.88,13.26,12.004524,956,59.51778,7,1355,8.1846695,110.09,37.016094,400,3234,2,54.7,58.89,30.77,70.0,0,21.764614,43.230938
1,41.026173,2357,56.5,25.242918,0.7094252,1,3147,1,315.25372,36.08899,29.04735,False,57.16,88.5,100.0,3443,315,35.26,2,0.58,80.62,54.78,2,79.8,0,239,755,209,154.46,100,59.695652,1.47,41.85,79.8031,94.32,18.17,24.747839,29.09923,1,,30.572847,26,50.58,10,20.196903,51.28,109,74.78,248720,74.54274,90,38.90739,9.901367,54.478764,30.519762,165.36,36.23,0,0,267,45.521236,0.58,8.334539,115.16,17.27,18.626293,1022,55.576466,8,1373,18.127602,112.88,45.498947,250,3251,2,49.1,63.24,53.4,63.35,11,31.148165,29.851233
5,47.104904,3787,181.9,23.983185,2.5828104,11,3775,169,286.5577,34.56729,20.893396,True,170.84,485.2,200.0,3756,273,165.44,1,17.94,593.56,145.77,1,410.1,0,533,2246,964,460.62,618,63.086956,23.01,150.04,83.15861,154.85,172.51,45.713837,43.944897,7,2.0,9.329891,177,55.74,34,16.841396,407.26,346,307.96,1225921,51.703354,708,66.624756,19.770334,82.61851,24.045347,740.86,39.55,3,6,1912,17.381496,0.11,11.451341,480.92,102.02,4.542792,4158,53.981365,32,1451,19.002768,736.04,55.73104,940,4134,2,208.8,214.22,383.45,83.12,74,19.578945,16.705822
1,29.462101,3232,257.0,37.065968,1.6054271,11,3225,55,293.6562,29.928223,29.519533,False,259.5,285.9,33.333332,3185,289,145.52,6,16.76,499.62,144.63,1,256.5,2,366,3275,484,614.74,168,54.739132,14.27,224.95,74.69231,261.56,149.88,29.234076,35.942234,2,1.0,16.529037,92,54.84,29,25.307697,259.85,316,266.02,1064647,69.1605,794,56.209076,17.329973,70.57321,27.261887,663.91,74.33,3,2,986,29.426788,0.3,6.0380716,569.17,53.67,8.537692,4261,64.033714,40,1259,16.714718,627.29,32.839043,768,3819,2,322.7,242.32,310.85,146.92,44,30.004856,16.722939
2,24.84465,2867,425.2,38.421337,1.3567771,11,2840,0,236.38599,31.327679,48.83932,False,144.27,115.8,0.0,2797,221,200.22,2,0.0,361.18,189.72,2,216.3,1,424,2409,944,627.21,490,57.826088,12.03,338.31,61.844448,370.27,212.11,27.90472,34.47167,7,,26.376514,85,54.96,34,38.155552,247.42,454,277.77,1132189,70.7385,938,40.734894,25.451775,58.23991,32.88859,548.35,68.38,3,0,1021,41.760086,0.0,4.900413,565.44,43.45,7.854263,3430,63.77191,33,1330,22.99767,516.39,13.301019,270,3853,0,334.5,291.61,287.28,233.87,236,17.31143,22.765125
1,31.093143,3013,299.2,36.043694,1.9141811,9,2887,18,341.27795,41.046806,34.36671,False,138.27,296.9,60.0,2799,327,135.34,5,6.18,473.16,226.81,0,270.7,0,1188,3884,1064,602.61,712,62.217392,17.09,245.45,72.50815,279.83,148.64,30.589933,41.700897,8,1.0,19.803988,100,61.16,34,27.491852,273.11,352,366.47,1228846,67.49589,1596,52.997314,16.86829,68.65739,27.198702,647.36,94.36,4,3,1068,31.342615,0.34,9.520503,441.34,85.0,10.838378,4952,49.43269,54,1431,15.545423,612.98,34.102528,898,3703,3,313.8,242.83,367.46,176.81,113,15.691458,25.739347
0,47.621784,3679,226.1,24.591953,1.7879456,9,3585,21,278.42548,32.407562,25.970297,False,110.67,398.4,0.0,3507,284,192.68,4,9.72,533.22,356.4,4,414.6,1,1387,3118,341,597.83,65,58.04348,15.74,217.11,75.337944,242.2,154.64,30.303064,25.966633,1,,16.662882,78,43.47,23,24.662064,266.77,276,285.3,1109899,67.90899,489,60.56978,18.414566,72.4879,22.767342,663.23,123.69,4,1,922,27.512096,0.46,9.3247,512.96,82.09,14.20728,4040,58.267742,36,1335,22.131609,638.14,45.76102,432,3880,0,214.1,200.43,218.06,146.69,34,13.178608,42.44019
3,24.41966,2632,338.5,38.68552,0.84365225,9,2500,24,251.20319,37.44954,38.880787,False,212.92,203.0,0.0,2382,240,60.46,2,5.68,376.08,254.98,4,212.6,1,905,2265,904,528.35,446,60.173912,7.44,294.52,66.603165,364.31,155.6,39.24457,27.551388,6,3.0,24.729269,113,55.47,41,33.39683,346.09,458,330.26,1175060,59.911777,963,42.64574,18.0802,58.689392,32.62499,587.36,78.36,4,1,1380,41.310608,0.24,8.327663,478.18,73.44,9.000586,3645,54.222797,32,1384,6.944556,517.57,23.316984,330,3646,0,336.8,287.71,237.11,218.08,162,24.740591,29.627823
